ID	Cy5	Cy3	Ratio	Sum	LogRat
YLL054C	315	1251	0.24	1466	-2.09
YLL058W	637	3115	0.2	3652	-2.34
YLL062C	282	567	0.49	750	-1.03
YLR291C	893	2852	0.31	3644	-1.7
YLR295C	3603	16946	0.21	20448	-2.24
YLR299W	570	6196	0.09	6666	-3.52
YLR314C	3099	12294	0.25	15293	-2
YLR318W	420	937	0.44	1257	-1.19
YLR322W	123	530	0.18	552	-2.44
YLR338W	125	483	0.21	508	-2.25
YLR342W	8409	19891	0.42	28198	-1.24
YLR346C	7838	36858	0.21	44594	-2.24
YLR362W	466	1855	0.24	2220	-2.07
YLR366W	59	183	0.18	142	-2.45
YLR370C	3372	15775	0.21	19046	-2.24
YMR057C	66	226	0.19	193	-2.39
YMR061W	2095	7845	0.26	9840	-1.92
YMR065W	445	1896	0.22	2240	-2.16
YMR080C	1505	4548	0.33	5952	-1.61
YMR084W	142	1308	0.09	1349	-3.55
YMR087W	691	3684	0.18	4274	-2.47
YMR103C	558	3334	0.16	3791	-2.65
YMR107W	114	3203	0.02	3216	-5.35
YMR111C	656	2987	0.21	3542	-2.24
YMR126C	559	1715	0.32	2173	-1.66
YMR130W	7947	35052	0.23	42898	-2.15
YMR134W	1021	3979	0.25	4899	-1.99
YNL097C	2463	10370	0.24	12731	-2.09
YNL101W	1395	13063	0.1	14356	-3.26
YNL105W	465	1980	0.22	2344	-2.16
YNL121C	2987	9904	0.3	12790	-1.74
YNL125C	537	2449	0.21	2886	-2.25
YNL129W	1237	5536	0.22	6672	-2.19
YNL145W	18563	63598	0.29	82060	-1.78
YNL149C	4650	20473	0.23	25020	-2.15
YNL153C	2872	9098	0.31	11869	-1.67
YNL169C	1099	4467	0.24	5465	-2.05
YNL173C	1139	7520	0.15	8559	-2.76
YNL177C	2697	11911	0.22	14507	-2.16
YOL060C	1896	8451	0.22	10246	-2.17
YOL064C	3782	27708	0.14	31387	-2.88
YOL068C	1635	5660	0.29	7192	-1.81
YOL084W	156	824	0.16	879	-2.68
YOL088C	1272	7117	0.18	8288	-2.51
YOL092W	2982	7653	0.39	10532	-1.37
YOL106W	93	321	0.21	312	-2.22
YOL110W	216	797	0.24	912	-2.03
YOL114C	362	1694	0.2	1956	-2.32
YOL130W	1044	2805	0.37	3749	-1.44
YOL134C	58	216	0.15	173	-2.78
YOL138C	526	1813	0.28	2238	-1.83
YOR271C	1253	3266	0.38	4418	-1.4
YOR275C	898	4504	0.19	5302	-2.36
YOR279C	533	2238	0.23	2671	-2.13
YOR295W	799	2314	0.34	3012	-1.56
YOR298W	97	353	0.2	347	-2.29
YOR302W	6807	21659	0.31	28363	-1.67
YOR317W	2346	19582	0.12	21825	-3.08
YOR321W	907	4088	0.22	4893	-2.21
YOR325W	45	139	0.09	81	-3.4
YOR341W	2233	1644	1.39	3774	0.48
YOR343C-B	17782	54362	0.33	72040	-1.61
YOR347C	1076	7408	0.14	8381	-2.82
YPL254W	729	2271	0.31	2899	-1.67
YPL257W-A	26136	61113	0.43	87147	-1.23
YPL260W	1143	6341	0.18	7382	-2.5
YPL276W	68	252	0.17	219	-2.55
YPL280W	109	806	0.1	814	-3.34
YPR001W	175	1936	0.07	2011	-3.75
YPR016C	3954	8186	0.48	12040	-1.05
YPR020W	1455	7394	0.19	8747	-2.37
YPR024W	2771	11451	0.24	14120	-2.06
YPR040W	506	2029	0.24	2433	-2.07
YPR044C	46	119	0.16	64	-2.61
YPR048W	704	1693	0.41	2296	-1.29
EMPTY	56	114	0.38	69	-1.4
EMPTY	55	88	0.74	40	-0.44
EMPTY	51	81	0.81	29	-0.3
EMPTY	45	82	0.41	24	-1.28
EMPTY	38	71	0.43	10	-1.22
EMPTY	60	1305	0.02	1264	-5.69
EMPTY	40	71	0.67	10	-0.58
EMPTY	39	69	0.6	8	-0.74
EMPTY	42	70	1	12	0
EMPTY	42	73	0.67	15	-0.58
EMPTY	46	76	0.75	21	-0.42
EMPTY	42	72	0.86	13	-0.22
EMPTY	43	83	0.32	25	-1.66
EMPTY	45	86	0.36	30	-1.46
EMPTY	42	72	0.63	13	-0.68
EMPTY	51	95	0.44	46	-1.19
EMPTY	50	92	0.45	42	-1.16
EMPTY	53	90	0.62	42	-0.7
EMPTY	43	72	0.63	13	-0.68
EMPTY	5460	3730	1.48	9088	0.56
EMPTY	41	71	0.86	13	-0.22
EMPTY	39	70	0.67	10	-0.58
EMPTY	40	75	0.45	16	-1.14
EMPTY	39	74	0.3	13	-1.74
EMPTY	35	62	0.5	-3	-1
EMPTY	35	65	-1	0	0
EMPTY	38	63	-1	0	0
EMPTY	38	61	-0.5	-1	0
EMPTY	37	65	0	2	0
EMPTY	37	64	0	1	0
EMPTY	38	61	-0.5	-1	0
EMPTY	37	62	0	-1	0
EMPTY	38	65	0.5	3	-1
EMPTY	38	63	-1	0	0
YCONTROL63	51	151	0.14	103	-2.79
YCONTROL02	44	90	0.21	35	-2.27
YCONTROL99	49	153	0.12	103	-3.06
YCONTROL63	51	160	0.13	111	-2.91
YCONTROL02	65	191	0.21	157	-2.27
YCONTROL99	45	135	0.09	81	-3.4
YCONTROL63	57	170	0.17	128	-2.52
YCONTROL02	45	131	0.1	77	-3.32
YCONTROL99	46	138	0.11	84	-3.25
YCONTROL63	58	176	0.18	134	-2.51
YCONTROL02	46	125	0.13	72	-3
YCONTROL99	50	118	0.19	68	-2.37
Q0115	55	120	0.27	75	-1.88
Q0142	41	114	0.04	55	-4.73
Q0182	44	107	0.11	50	-3.17
YAL013W	440	930	0.46	1269	-1.11
YAL017W	1600	6888	0.23	8389	-2.13
YAL021C	2173	5241	0.41	7315	-1.28
YAL035W	3141	4450	0.71	7491	-0.5
YAL039C	579	2120	0.26	2599	-1.93
YAL043C	503	1149	0.43	1552	-1.23
YAL060W	3711	18449	0.2	22060	-2.32
YAL064C-A	304	723	0.4	927	-1.31
YAL066W	57	174	0.17	131	-2.56
YBR142W	1495	1006	1.54	2401	0.63
YBR146W	3472	11293	0.31	14666	-1.71
YBR150C	923	2593	0.35	3417	-1.52
YBR165W	1484	3617	0.41	5000	-1.3
YBR169C	1405	9533	0.14	10836	-2.79
YBR173C	4761	13858	0.34	18518	-1.55
YBR189W	31419	15921	1.98	47237	0.98
YBR193C	1119	2781	0.4	3799	-1.33
YBR197C	419	1091	0.37	1410	-1.43
YBR213W	166	371	0.41	437	-1.27
YBR217W	1376	4269	0.32	5544	-1.65
YBR221C	10940	41986	0.26	52824	-1.94
YDL048C	374	1298	0.27	1571	-1.88
YDL052C	2513	6341	0.39	8754	-1.34
YDL056W	1044	2630	0.39	3574	-1.35
YDL072C	6200	26791	0.23	32891	-2.12
YDL076C	1550	4778	0.32	6227	-1.64
YDL080C	860	2167	0.39	2927	-1.36
YDL096C	50	115	0.23	65	-2.14
YDL100C	5075	17553	0.29	22527	-1.8
YDL104C	764	2149	0.35	2811	-1.52
YDL120W	2152	5858	0.36	7908	-1.46
YDL124W	5639	28826	0.19	34362	-2.36
YDL128W	5236	15332	0.34	20466	-1.55
YDR175C	2224	7169	0.31	9293	-1.7
YDR179C	1927	6174	0.31	8000	-1.69
YDR182W	1648	5672	0.29	7220	-1.8
YDR198C	1186	2642	0.44	3728	-1.17
YDR202C	1383	5096	0.27	6379	-1.9
YDR206W	1903	5128	0.37	6931	-1.44
YDR218C	74	200	0.26	173	-1.93
YDR222W	461	715	0.65	1075	-0.62
YDR226W	13645	29741	0.46	43286	-1.13
YDR242W	805	8915	0.09	9620	-3.53
YDR246W	870	3256	0.26	4025	-1.94
YDR250C	54	176	0.13	128	-2.91
YDR543C	211	637	0.3	746	-1.74
YEL002C	5290	12882	0.41	18069	-1.29
YEL006W	1735	7558	0.23	9189	-2.14
YEL020W-A	5126	14987	0.34	20010	-1.55
YEL024W	1314	8011	0.16	9225	-2.64
YEL028W	515	1549	0.32	1964	-1.64
YEL044W	1991	5590	0.35	7481	-1.5
YEL048C	1242	1804	0.69	2946	-0.53
YEL052W	1075	3728	0.28	4702	-1.82
YEL067C	561	2233	0.24	2693	-2.05
YEL071W	5972	58504	0.1	64375	-3.3
YEL075C	4025	10169	0.39	14093	-1.34
YFR021W	504	1318	0.37	1721	-1.43
YFR024C-A	4683	17759	0.26	22341	-1.93
YFR028C	1577	3411	0.46	4886	-1.12
YFR042W	1693	5270	0.32	6861	-1.65
YFR046C	831	3028	0.27	3756	-1.9
YFR050C	5267	15890	0.33	21055	-1.6
YGL009C	2782	4494	0.62	7174	-0.69
YGL013C	946	3082	0.3	3925	-1.73
YGL017W	717	2051	0.34	2667	-1.55
YGL033W	55	175	0.15	129	-2.72
YGL037C	9669	53695	0.18	63263	-2.48
YGL041C	78	352	0.14	329	-2.85
YGR077C	833	3137	0.26	3869	-1.95
YGR081C	1858	2503	0.75	4260	-0.42
YGR085C	34876	26733	1.31	61508	0.39
YGR101W	1448	4784	0.3	6131	-1.74
YGR105W	4700	13009	0.36	17607	-1.47
YGR109C	309	739	0.4	947	-1.32
YGR122W	1392	5819	0.24	7110	-2.09
YGR126W	196	768	0.22	862	-2.17
YGR130C	1502	8107	0.18	9507	-2.46
YGR146C	1636	4461	0.36	5996	-1.46
YGR150C	1034	2576	0.4	3509	-1.34
YGR154C	606	3311	0.17	3814	-2.52
YHR099W	1165	3731	0.31	4796	-1.7
YHR103W	1434	4443	0.32	5776	-1.65
YHR107C	1508	3916	0.38	5323	-1.39
YHR123W	2279	10407	0.22	12585	-2.21
YHR127W	1429	4012	0.35	5340	-1.51
YHR131C	897	2717	0.32	3515	-1.63
YHR144C	1432	2502	0.57	3833	-0.81
YHR148W	1276	1188	1.1	2364	0.14
YHR152W	2568	8548	0.3	11015	-1.75
YHR168W	489	1719	0.27	2106	-1.88
YHR172W	549	1679	0.32	2127	-1.66
YHR176W	370	1977	0.17	2244	-2.53
YJL034W	4230	15292	0.28	19418	-1.86
YJL038C	68	175	0.25	138	-1.97
YJL043W	63	152	0.27	112	-1.87
YJL059W	333	1200	0.26	1430	-1.95
YJL063C	1345	5469	0.24	6713	-2.05
YJL067W	50	161	0.12	110	-3.03
YJL083W	91	296	0.23	286	-2.14
YJL087C	649	1485	0.43	2033	-1.22
YJL091C	1642	5093	0.32	6634	-1.65
YJL107C	109	299	0.3	308	-1.74
YJL111W	1638	4031	0.4	5569	-1.31
YJL115W	1610	3940	0.41	5449	-1.3
YKL030W	96	332	0.22	327	-2.21
YKL033W-A	6394	18448	0.35	24740	-1.53
YKL037W	95	489	0.13	482	-2.93
YKL053C-A	4754	25519	0.19	30170	-2.43
YKL056C	28134	23349	1.21	51378	0.27
YKL060C	33520	46979	0.71	80393	-0.49
YKL076C	1481	3853	0.38	5229	-1.39
YKL080W	7993	26673	0.3	34563	-1.74
YKL084W	1797	8644	0.21	10339	-2.29
YKL099C	3182	3620	0.88	6701	-0.18
YKL103C	1441	13226	0.11	14565	-3.23
YKL107W	154	1006	0.12	1058	-3.02
YLR011W	840	4343	0.19	5081	-2.42
YLR015W	704	2010	0.34	2612	-1.55
YLR019W	1441	4805	0.3	6145	-1.76
YLR035C	426	1799	0.22	2123	-2.16
YLR038C	3927	19240	0.2	23065	-2.3
YLR042C	212	412	0.5	521	-1.01
YLR058C	18242	23905	0.76	42044	-0.39
YLR062C	91	230	0.31	218	-1.67
YLR066W	3001	10154	0.29	13051	-1.77
YLR082C	748	3301	0.22	3946	-2.19
YLR086W	1039	4002	0.25	4938	-1.98
YLR090W	1345	6971	0.19	8214	-2.4
YLR386W	903	3102	0.28	3903	-1.81
YLR390W	1770	6906	0.25	8575	-1.98
YLR394W	506	1491	0.33	1895	-1.61
YLR410W	2219	4658	0.47	6775	-1.07
YLR412W	1611	5055	0.32	6564	-1.67
YLR416C	65	228	0.16	191	-2.6
YLR432W	6516	4980	1.32	11394	0.4
YLR436C	1555	5450	0.28	6903	-1.83
YLR439W	372	1108	0.32	1378	-1.64
YLR455W	1356	4042	0.33	5296	-1.59
YLR459W	3420	11232	0.3	14549	-1.72
YLR463C	279	799	0.33	975	-1.61
YMR149W	3163	8463	0.37	11525	-1.43
YMR153C-A	112	415	0.21	425	-2.25
YMR156C	404	1796	0.21	2098	-2.24
YMR170C	483	4081	0.11	4461	-3.18
YMR173W	14994	55749	0.27	70640	-1.9
YMR176W	1121	3823	0.29	4841	-1.79
YMR192W	775	2518	0.3	3190	-1.73
YMR194W	26138	26578	0.98	52613	-0.02
YMR198W	595	2708	0.21	3200	-2.25
YMR214W	1088	2755	0.39	3741	-1.36
YMR218C	758	1661	0.45	2317	-1.15
YMR222C	296	840	0.33	1034	-1.59
YNL193W	798	3396	0.23	4093	-2.13
YNL197C	1917	5563	0.34	7378	-1.55
YNL201C	729	1873	0.38	2500	-1.39
YNL217W	3809	10568	0.36	14273	-1.48
YNL221C	1587	2525	0.63	4010	-0.67
YNL225C	801	2857	0.27	3554	-1.87
YNL241C	890	4742	0.18	5528	-2.46
YNL245C	249	721	0.32	866	-1.64
YNL249C	381	1298	0.28	1576	-1.85
YNL265C	1491	7183	0.2	8571	-2.29
YNL269W	72	317	0.13	287	-2.9
YNL273W	410	1125	0.35	1432	-1.51
YOL154W	816	2702	0.29	3416	-1.76
YOL158C	5828	15597	0.37	21323	-1.42
YOL162W	139	492	0.24	529	-2.08
YOR011W	952	5334	0.17	6184	-2.53
YOR015W	2230	9407	0.23	11535	-2.09
YOR019W	833	3659	0.22	4389	-2.18
YOR035C	832	5163	0.16	5893	-2.68
YOR039W	3138	12833	0.24	15867	-2.04
YOR043W	1176	4198	0.28	5271	-1.86
YOR059C	1112	6113	0.18	7121	-2.49
YOR063W	24789	23459	1.06	48143	0.08
YOR067C	2374	7271	0.32	9540	-1.63
YOR363C	548	2888	0.18	3335	-2.47
YOR367W	1094	6947	0.15	7939	-2.7
YOR371C	460	1863	0.23	2221	-2.09
YOR387C	158	958	0.13	1014	-2.9
YOR391C	108	743	0.1	748	-3.28
YPL001W	890	3413	0.25	4200	-1.97
YPL017C	251	1375	0.16	1524	-2.62
YPL021W	50	135	0.17	83	-2.56
YPL025C	82	219	0.28	199	-1.82
YPL041C	453	1965	0.22	2316	-2.2
YPL045W	656	2730	0.23	3284	-2.11
YPL049C	902	2438	0.36	3236	-1.46
YPR064W	84	257	0.24	239	-2.07
YPR068C	672	2488	0.26	3057	-1.93
YPR072W	1550	7094	0.21	8541	-2.22
YPR088C	3227	11815	0.27	14938	-1.88
YPR092W	55	158	0.19	112	-2.38
YPR096C	150	524	0.24	572	-2.04
YPR112C	1181	1040	1.17	2119	0.23
YPR116W	181	765	0.2	844	-2.29
YPR120C	731	2755	0.26	3383	-1.96
YPR135W	722	3289	0.21	3908	-2.24
YPR137W	1461	1695	0.87	3053	-0.2
YPR141C	543	1999	0.26	2440	-1.94
YCL057C-A	2525	10696	0.23	13119	-2.1
YDL114W-A	77	322	0.15	297	-2.73
YDL247W-A	141	467	0.26	506	-1.97
YIL014C-A	1610	6360	0.25	7867	-2
YJL127W-A	79	261	0.21	236	-2.25
YKL138C-A	2161	12410	0.17	14468	-2.54
YML116W-A	945	4945	0.19	5787	-2.43
YNL162W-A	7128	6442	1.11	13466	0.15
YOL159C-A	701	2846	0.24	3445	-2.07
EMPTY	47	71	1.29	16	0.36
EMPTY	50	73	1.33	21	0.42
EMPTY	48	79	0.67	25	-0.58
EMPTY	39	62	-0.5	-1	0
EMPTY	39	65	1	2	0
EMPTY	40	63	-2	1	0
EMPTY	37	63	1	-2	0
EMPTY	36	63	2	-3	1
EMPTY	40	66	1	4	0
EMPTY	39	63	-2	1	0
EMPTY	37	64	0.5	-3	-1
EMPTY	37	63	0.33	-4	-1.58
EMPTY	36	63	1	-4	0
EMPTY	36	64	2	-3	1
EMPTY	36	63	1	-4	0
YER103W	439	2807	0.15	3145	-2.78
YBL092W	29870	20601	1.45	50368	0.54
YJL052W	41915	45758	0.92	87571	-0.13
YER103W	507	2448	0.2	2853	-2.35
YBL092W	25752	18702	1.38	44352	0.46
YJL052W	40000	41763	0.96	81660	-0.06
YER103W	436	1827	0.22	2160	-2.16
YBL092W	15813	17264	0.92	32974	-0.13
YJL052W	37189	47140	0.79	84227	-0.34
YER103W	342	2139	0.15	2378	-2.78
YBL092W	21332	17424	1.23	38653	0.29
YJL052W	38086	46497	0.82	84482	-0.29
YBR036C	4996	14737	0.34	19632	-1.57
YBR040W	79	215	0.26	193	-1.94
YBR044C	1220	3745	0.32	4865	-1.64
YBR060C	999	1862	0.53	2762	-0.91
YBR064W	48	114	0.18	60	-2.5
YBR068C	11648	9277	1.26	20822	0.33
YBR084C-A	36021	24917	1.45	60836	0.53
YBR087W	2822	5216	0.54	7936	-0.89
YBR090C	6134	22249	0.27	28280	-1.86
YBR106W	15142	26115	0.58	41154	-0.79
YBR110W	2358	6338	0.37	8594	-1.44
YBR114W	409	996	0.4	1303	-1.33
YCR044C	1901	5350	0.35	7149	-1.51
YCR048W	415	1357	0.29	1670	-1.78
YCR052W	837	1855	0.45	2591	-1.17
YCR072C	757	395	2.16	1051	1.11
YCR076C	1978	5896	0.33	7773	-1.59
YCR082W	6558	20607	0.32	27064	-1.66
YCR097W	4727	13634	0.35	18259	-1.53
YCR101C	300	1571	0.17	1771	-2.53
YCR104W	616	3368	0.17	3881	-2.52
YDL013W	885	2262	0.38	3044	-1.38
YDL017W	161	420	0.34	479	-1.55
YDL021W	1264	6999	0.18	8162	-2.5
YDR070C	1409	18458	0.07	19765	-3.75
YDR074W	931	4540	0.2	5369	-2.33
YDR078C	743	2371	0.31	3012	-1.71
YDR094W	1722	3429	0.5	5049	-1
YDR098C	3574	12763	0.28	16235	-1.85
YDR100W	4244	18296	0.23	22438	-2.12
YDR116C	2932	9825	0.3	12655	-1.75
YDR120C	2972	4100	0.73	6970	-0.46
YDR124W	199	544	0.33	642	-1.59
YDR140W	1659	4921	0.33	6479	-1.58
YDR144C	2298	2857	0.81	5053	-0.31
YDR148C	1589	5619	0.28	7109	-1.84
YDR436W	874	3221	0.26	3993	-1.92
YDR440W	829	1845	0.44	2571	-1.17
YDR444W	906	2190	0.41	2994	-1.29
YDR460W	1317	3456	0.38	4671	-1.41
YDR464W	1087	2574	0.42	3559	-1.26
YDR468C	2565	7135	0.36	9598	-1.49
YDR484W	1045	3432	0.3	4373	-1.74
YDR488C	381	1530	0.23	1809	-2.1
YDR492W	2585	6776	0.38	9259	-1.4
YDR508C	2421	4415	0.55	6734	-0.87
YDR512C	335	871	0.37	1105	-1.45
YDR516C	1504	9313	0.16	10715	-2.66
YER178W	8426	32485	0.26	40810	-1.95
YER182W	2191	10386	0.21	12476	-2.26
YER186C	1713	4153	0.41	5766	-1.29
YFL009W	1909	5782	0.33	7590	-1.61
YFL012W	68	165	0.28	131	-1.81
YFL015C	71	248	0.17	216	-2.52
YFL030W	539	2235	0.23	2672	-2.12
YFL034C-A	13055	10253	1.28	23206	0.35
YFL037W	8539	26299	0.32	34736	-1.63
YFL053W	92	357	0.18	346	-2.47
YFL057C	1874	6524	0.28	8296	-1.82
YFL061W	81	276	0.2	255	-2.34
YGL236C	553	520	1.12	971	0.17
YGL240W	294	1094	0.25	1286	-2.02
YGL244W	3435	8594	0.4	11927	-1.33
YGL260W	143	608	0.19	650	-2.38
YGR001C	3230	6957	0.46	10086	-1.11
YGR005C	2145	5783	0.37	7827	-1.44
YGR021W	1597	4488	0.35	5985	-1.51
YGR025W	2864	9935	0.29	12699	-1.8
YGR027W-B	22037	44455	0.5	66387	-1.01
YGR041W	1740	4336	0.4	5972	-1.33
YGR045C	2322	14574	0.16	16793	-2.67
YGR049W	458	1398	0.31	1754	-1.67
YHL048W	5586	25806	0.22	31290	-2.21
YHR001W-A	2606	15806	0.16	18308	-2.62
YHR005C	2253	6271	0.36	8421	-1.49
YHR020W	5480	4092	1.35	9469	0.43
YHR023W	1850	4579	0.4	6325	-1.32
YHR027C	3437	10521	0.32	13856	-1.62
YHR042W	73	192	0.27	162	-1.91
YHR046C	1788	2621	0.68	4307	-0.55
YHR049W	3372	7788	0.43	11058	-1.21
YHR065C	3789	3595	1.06	7284	0.09
YHR069C	2397	3716	0.65	6012	-0.63
YHR072W-A	22338	26376	0.85	48611	-0.24
YIL148W	31368	21813	1.44	53077	0.53
YIL152W	1218	4568	0.26	5682	-1.93
YIL156W	1054	3676	0.28	4628	-1.83
YIL172C	821	3817	0.21	4536	-2.26
YIL176C	1561	6962	0.22	8421	-2.18
YIR003W	739	2990	0.24	3626	-2.06
YIR019C	231	735	0.29	864	-1.81
YIR022W	3159	12914	0.24	15970	-2.04
YIR026C	1834	1902	0.98	3635	-0.03
YIR042C	101	493	0.14	492	-2.79
YJL002C	8751	22492	0.39	31140	-1.36
YJL006C	1437	4234	0.34	5569	-1.58
YJR087W	44	76	0.38	18	-1.38
YJR091C	125	140	1.13	164	0.18
YJR094W-A	37941	20844	1.82	58683	0.87
YJR110W	1244	3627	0.34	4768	-1.56
YJR114W	47	87	0.35	31	-1.52
YJR118C	203	601	0.31	701	-1.71
YJR134C	1067	3371	0.31	4335	-1.69
YJR137C	332	708	0.45	937	-1.14
YJR141W	46	85	0.33	28	-1.58
YJR157W	45	80	0.38	22	-1.42
YJR161C	46	73	0.78	16	-0.36
YKL003C	1785	8001	0.22	9684	-2.18
YKR077W	912	2389	0.38	3200	-1.41
YKR081C	3599	2604	1.4	6100	0.49
YKR085C	4167	13377	0.31	17442	-1.69
YKR101W	954	2038	0.46	2891	-1.11
YKR105C	110	542	0.15	551	-2.73
YLL003W	722	2548	0.28	3170	-1.86
YLL018C-A	1228	3182	0.38	4310	-1.39
YLL022C	1394	3780	0.36	5072	-1.45
YLL026W	1692	14909	0.11	16498	-3.17
YLL042C	18743	16775	1.12	35414	0.16
YLL046C	146	591	0.2	633	-2.3
YLL050C	14213	34034	0.42	48144	-1.26
YLR280C	932	3079	0.3	3908	-1.76
YLR284C	665	3684	0.17	4244	-2.53
YLR287C-A	25189	19912	1.27	44998	0.34
YLR303W	137	260	0.5	294	-1
YLR307W	85	261	0.23	243	-2.1
YLR311C	209	1647	0.11	1754	-3.22
YLR326W	1248	3629	0.34	4775	-1.56
YLR330W	5000	17220	0.29	22118	-1.79
YLR334C	81	234	0.25	214	-1.99
YLR350W	3191	11683	0.27	14773	-1.88
YLR354C	10546	30976	0.34	41420	-1.56
YLR358C	85	296	0.2	279	-2.3
YMR046W-A	102	385	0.2	383	-2.34
YMR050C	17291	40899	0.42	58086	-1.24
YMR053C	334	2369	0.13	2599	-2.97
YMR069W	142	404	0.3	443	-1.72
YMR073C	1909	10056	0.19	11862	-2.42
YMR076C	1852	5121	0.36	6869	-1.48
YMR091C	1881	5409	0.34	7186	-1.54
YMR095C	360	2275	0.15	2531	-2.78
YMR099C	4706	23619	0.2	28220	-2.34
YMR115W	835	3268	0.25	3999	-2.01
YMR119W	1326	5556	0.23	6779	-2.09
YMR122C	201	722	0.25	822	-2.02
YNL085W	3401	9800	0.35	13099	-1.53
YNL089C	122	343	0.3	362	-1.75
YNL093W	133	1177	0.09	1208	-3.55
YNL109W	46	153	0.09	98	-3.49
YNL113W	5669	7928	0.72	13493	-0.48
YNL117W	628	2936	0.21	3460	-2.29
YNL133C	1583	5291	0.3	6770	-1.76
YNL137C	2026	7369	0.27	9291	-1.88
YNL141W	2314	1287	1.86	3498	0.9
YNL157W	3919	16600	0.23	20416	-2.09
YNL161W	1144	3590	0.31	4631	-1.67
YNL165W	612	2062	0.29	2570	-1.8
YOL049W	4717	16339	0.29	20952	-1.8
YOL052C-A	5915	59952	0.1	65762	-3.35
YOL056W	1637	5429	0.3	6962	-1.75
YOL072W	1046	4160	0.25	5102	-2.02
YOL077C	5065	8534	0.59	13495	-0.75
YOL080C	1067	1261	0.86	2224	-0.22
YOL096C	843	3954	0.21	4695	-2.27
YOL100W	1289	4653	0.27	5840	-1.88
YOL103W-A	25898	49940	0.52	75734	-0.95
YOL118C	123	422	0.24	441	-2.09
YOL122C	1296	4915	0.26	6107	-1.95
YOL126C	2128	6574	0.32	8598	-1.64
YOR259C	6264	22140	0.28	28301	-1.83
YOR263C	58	211	0.13	166	-2.95
YOR267C	834	3648	0.22	4379	-2.17
YOR283W	2808	9497	0.29	12201	-1.77
YOR287C	1489	808	1.95	2193	0.96
YOR291W	962	2225	0.43	3083	-1.23
YOR305W	2631	4979	0.53	7507	-0.92
YOR309C	6727	2655	2.58	9279	1.37
YOR313C	424	2702	0.15	3022	-2.78
YOR329C	708	2256	0.31	2861	-1.71
YOR333C	56	190	0.14	144	-2.81
YOR337W	433	1004	0.42	1335	-1.25
YPL243W	4488	10993	0.41	15379	-1.3
YPL247C	402	2273	0.16	2571	-2.6
YPL250C	2728	7478	0.36	10102	-1.46
YPL264C	451	1926	0.22	2273	-2.18
YPL268W	928	3002	0.3	3827	-1.72
YPL272C	450	2391	0.18	2738	-2.5
YPR004C	4330	13102	0.33	17328	-1.6
YPR008W	1307	4430	0.29	5633	-1.78
YPR012W	88	356	0.17	340	-2.57
YPR028W	11403	39589	0.29	50889	-1.8
YPR032W	572	2336	0.23	2804	-2.09
YPR036W	4857	27217	0.18	31970	-2.49
EMPTY	69	145	0.38	110	-1.42
EMPTY	54	88	0.63	39	-0.68
EMPTY	54	88	0.67	40	-0.58
EMPTY	42	70	0.67	10	-0.58
EMPTY	44	75	0.5	15	-1
EMPTY	65	92	0.96	53	-0.05
EMPTY	60	91	0.78	48	-0.36
EMPTY	68	79	1.93	44	0.95
EMPTY	61	114	0.45	71	-1.16
EMPTY	51	82	0.71	29	-0.5
EMPTY	59	117	0.38	72	-1.38
EMPTY	44	82	0.29	22	-1.77
EMPTY	55	94	0.53	46	-0.91
EMPTY	44	77	0.42	17	-1.26
EMPTY	44	71	0.83	11	-0.26
EMPTY	59	76	1.82	31	0.86
EMPTY	57	80	1.27	34	0.34
EMPTY	2231	12757	0.17	14885	-2.53
EMPTY	61	95	0.74	54	-0.43
EMPTY	61	75	1.92	35	0.94
EMPTY	47	77	0.67	20	-0.58
EMPTY	62	78	1.77	36	0.82
EMPTY	58	84	1	38	0
EMPTY	67	90	1.08	54	0.11
EMPTY	38	66	-0.5	1	0
EMPTY	40	63	-0.5	-1	0
EMPTY	41	70	0.6	8	-0.74
EMPTY	36	67	-1	0	0
EMPTY	38	65	1	-2	0
EMPTY	38	63	0	-2	0
YER103W	299	1835	0.15	2034	-2.76
YBL092W	19310	14941	1.3	34151	0.37
YJL052W	44548	45800	0.97	90247	-0.04
YER103W	390	1601	0.23	1890	-2.13
YBL092W	19963	13811	1.45	33673	0.54
YJL052W	43558	45234	0.96	88691	-0.05
YER103W	248	1233	0.18	1382	-2.48
YBL092W	18479	13849	1.34	32228	0.42
YJL052W	43206	47423	0.91	90528	-0.13
YER103W	440	2142	0.19	2483	-2.37
YBL092W	18341	13661	1.35	31902	0.43
YJL052W	42723	44145	0.97	86767	-0.05
Q0045	50	157	0.13	107	-2.98
Q0065	42	116	0.09	58	-3.41
Q0085	42	147	0.07	91	-3.82
Q0297	43	134	0.08	77	-3.56
YAL004W	63	163	0.25	126	-2.01
YAL009W	1096	3567	0.3	4563	-1.73
YAL025C	3025	1084	2.92	4010	1.55
YAL029C	1365	2587	0.53	3853	-0.93
YAL033W	2015	3937	0.51	5853	-0.97
YAL046C	1363	4994	0.27	6258	-1.9
YAL051W	828	2478	0.33	3207	-1.61
YAL056W	1200	4007	0.29	5108	-1.76
YBR130C	1170	3122	0.37	4193	-1.44
YBR134W	51	149	0.16	102	-2.65
YBR138C	41	68	0.67	10	-0.58
YBR154C	4942	4080	1.22	8922	0.29
YBR158W	7118	8752	0.81	15769	-0.3
YBR162C	14528	29295	0.5	43721	-1.01
YBR177C	2273	8847	0.25	11020	-1.97
YBR181C	39543	21578	1.84	61020	0.88
