Display_Name	Portion_Default	Portion_Display_Name	Calories	Saturated_Fats
Double cheeseburger on double deck bun	2	Big Mac	595.55	11.18
Bacon cheeseburger on bun	1	cheeseburger	745.92	14.7168
Hamburger, plain on bun	1	small hamburger on bun	269.7	3.9432
Quarter pound hamburger on bun	1	quarter pounder	458.64	8.6268
Double hamburger on bun	1	double hamburger	383.76	6.9044
Meatball Sub	1	6" sub	611.04	11.0952
Roast beef sandwich	1	sandwich	368.97	5.5272
Steak sandwich on roll	1	sandwich	343.64	4.828
Philly cheese steak (pepper, onion, roll)	1	submarine	485.52	7.6908
Club sandwich (chicken, bacon, tomato)	1	sandwich	546.12	5.3874
Club sandwich (chicken, bacon, tomato)	2	6" sub	548.34	5.4093
Ham sandwich with mayo	1	sandwich	271.04	2.8112
Chicken sandwich with mayo	1	sandwich	265.44	1.6576
Chicken sandwich with mayo	2	6" sub	559.32	3.4928
Fried chicken fillet sandwich	1	sandwich	322.56	3.213
Fried fish sandwich with tartar sauce	1	regular sandwich	373.65	3.1161
Fried fish sandwich with tartar sauce	2	large sandwich	675.75	5.6355
Corn dog (hot dog, cornbread coating)	1	corn dog	279.84	6.4944
Pig in a blanket (hot dog in dough)	1	pig in a blanket	275.4	6.4855
Pig in a blanket (hot dog in dough)	2	cocktail-size	64.8	1.526
Sausage biscuit	1	regular biscuit	437.92	12.8464
Sausage biscuit	2	small biscuit	222.87	6.5379
Beef sirloin frozen meal	1	regular meal	274.56	4.4304
Salisbury steak frozen meal	1	regular meal	461.76	13.0416
Fried chicken frozen meal	1	large meal (16 oz)	1024.92	12.168
Chicken Teriyaki frozen meal	1	regular meal	360.68	4.402
Chicken with rice diet frozen meal	1	regular meal	272.33	1.7352
Chicken fettuccine diet frozen meal	1	regular meal	265.1	1.0845
Turkey with dressing frozen meal	1	regular meal	483.6	6.1152
Shrimp with pasta diet frozen meal	1	regular meal	290.16	1.6848
Beef broth or consomme	1	cup	16.8	0.264
Pepperpot soup or menudo soup	1	cup	103.63	2.0485
Chunky beef vegetable soup	1	cup	170.4	2.544
Mexican beef vegetable soup	1	cup	143.4	2.1032
Pozole	1	cup	195.16	2.1182
Chicken gumbo soup	1	cup	56.12	0.3172
Sweet & sour soup	1	cup	73.2	0.244
Chicken vegetable soup	1	cup	136.23	1.0038
Mexican chicken vegetable soup with rice	1	cup	181.5	0.8954
Hot & sour soup	1	cup	161.04	2.684
Cream of chicken soup (with water)	1	cup	117.12	2.074
New England clam chowder	1	cup	148.8	1.86
Lobster bisque	1	cup	248	3.968
Chicken gravy	1	cup	47.005	0.83895
Beef gravy	1	cup	30.8725	0.66988
Mushroom gravy	1	cup	16.065	0.11305
Mole poblana sauce	1	cup	78.175	1.30512
Hard or soft boiled egg	1	large egg	77	1.625
Hard or soft boiled egg	2	slice	7.7	0.1625
Fried egg	1	large egg	89.24	1.8768
Egg white	1	egg white	17.16	0
Egg white	2	cup	21.19	0
Deviled egg	1	egg	62.31	1.2307
Egg salad	1	cup	352.98	6.3936
Egg salad	2	large egg	235.32	4.2624
Scrambled egg (cooked without fat)	1	large egg	78	1.674
Scrambled egg (cooked without fat)	2	cup	134.55	2.88765
Scrambled egg (cooked with fat)	1	large egg	93.62	1.9964
Scrambled egg (cooked with fat)	2	cup	161.57	3.4454
Egg, cheese & ham on English muffin	1	McMuffin	311.85	5.4405
Egg, cheese & sausage on English muffin	1	regular sandwich	457.92	11.1777
Egg, cheese & sausage on English muffin	2	small sandwich	241.92	5.9052
Egg & sausage on biscuit	1	biscuit	565.25	14.56
Egg, cheese & bacon on biscuit	1	biscuit	437.58	7.1451
Egg drop soup	1	cup	73.2	1.1468
Egg Beaters	1	cup	60	0
Egg Beaters	2	cup, raw (equals 1 egg)	30	0
Dry beans, cooked with fat	1	cup	164.7	2.619
Dry beans, cooked without fat	1	cup	110.25	0.07
Baked beans	1	cup	118.11	0.1524
Refried beans	1	cup	182.16	1.7457
Hummus	1	Tablespoon	26.55	0.168
Hummus	2	cup	108.855	0.6888
Pork & beans	1	cup	123.97	0.506
Pork & beans	2	small can (8 oz)	222.46	0.908
Dry blackeye peas, cooked without fat	1	cup	97.175	0.10985
Chickpeas	1	cup	147.6	0.2542
Split peas	1	cup	114.66	0.049
Lentils	1	cup	109.825	0.04775
Soy nuts	1	cup	109.5075	0.85328
Tofu	1	cup	37.82	0.3286
Tofu	2	cubic inch piece	10.736	0.09328
Soy sauce	1	Tablespoon	8.48	0.0016
Soy sauce	2	packet	4.717	0.00089
Teriyaki sauce	1	cup	53.55	0
Worcestershire sauce	1	teaspoon	3.7587	0
Protein powder	1	Tablespoon	37.293	0.1395
Tofutti tofu frozen dessert	1	cup	180.4	2.5584
Bean soup	1	cup	136.62	1.2144
Miso soup	1	cup	84	0.576
Bean soup with macaroni	1	cup	154.33	0.6325
Bean soup with ham	1	cup	221.13	1.3122
Split pea soup with ham	1	cup	195	1.67
Lentil soup	1	cup	181.04	0.5704
Meatless bacon bits	1	Tablespoon	33.32	0.2835
Meatless sausage	1	link	64.25	0.7325
Meatless sausage	2	patty	97.66	1.1134
Meatless fried chicken (breaded)	1	piece	84.24	0.4068
Meatless fried chicken (breaded)	2	cup, diced	152.1	0.7345
Meatless hot dog (no bun)	1	frankfurter	163.1	1.372
Soy burger (no bun)	1	patty	125.3	0.504
Veggie burger (no bun)	1	patty	127.09	0.5112
Vegetarian chili	1	cup	135.89	0.5715
Vegetarian meatloaf or patty	1	slice	110.32	0.8008
Almonds	1	ounce (22 almonds)	163.863	1.09998
Almonds	2	cup	203.745	1.3677
Brazil nuts	1	cup	229.6	5.299
Cashews	1	ounce (18 cashews)	164.7135	2.40408
Cashews	2	cup	188.825	2.756
Roasted chestnuts	1	ounce (3 chestnuts)	69.4575	0.11624
Roasted chestnuts	2	cup	87.5875	0.14658
Shredded sweetened coconut	1	cup shredded	110.205	6.62858
Shredded sweetened coconut	2	cup flaked	87.69	5.27435
Shredded sweetened coconut	2	ounce	134.379	8.08259
Filberts (hazelnuts)	1	ounce (20 nuts)	175.84	1.2488
Filberts (hazelnuts)	2	cup	211.95	1.50525
Macadamia nuts	1	ounce (11 nuts)	202.986	3.38783
Macadamia nuts	2	cup	239.86	4.00325
Mixed nuts	1	cup	219.035	3.12045
Peanuts	1	ounce (32 peanuts)	169.8165	2.45795
Peanuts	2	cup	218.635	3.16455
Pecans	1	ounce (20 halves)	195.8985	1.75203
Pecans	2	cup	186.57	1.6686
Pine nuts (pignolias)	1	Tablespoon	57.878	0.4214
Pine nuts (pignolias)	2	cup	228.82	1.666
Pistachios	1	cup in shell	82.36	0.80475
Pistachios	2	cup shelled	181.76	1.776
Pistachios	2	ounce in shell	85.2	0.8325
Walnuts	1	ounce (14 halves)	185.409	1.73786
Walnuts	2	cup	163.5	1.5325
Peanut butter	1	Tablespoon	95.84	1.6048
Peanut butter, reduced fat	1	Tablespoon	93.6	1.332
Peanut butter & jelly spread	1	Tablespoon	65.44	0.6896
Peanut sauce	1	Tablespoon	44.1	0.7238
Peanut sauce	2	cup	178.7625	2.93397
Coconut milk	1	cup	138	12.684
Trail mix (nuts, seeds, dried fruit)	1	cup	176.05	1.5575
Sunflower seeds	1	ounce, hulled	161.595	1.4742
Sunflower seeds	2	cup, hulled	205.2	1.872
Sunflower seeds	2	cup in hulls	65.55	0.598
Sesame seeds	1	cup	212.625	2.52
Flax seed	1	cup	178.35	1.16
White bread	1	regular slice	69.16	0.2106
White bread	2	large slice	79.8	0.243
White bread	2	thin slice	53.2	0.162
French bread	1	large slice	175.36	0.4096
French bread	2	mini baguette (9" long)	208.24	0.4864
French bread	2	medium slice	87.68	0.2048
foccacia	1	slice	182.4	0.0171
Pita bread (white)	1	medium (5-1/4" across)	123.75	0.0765
Pita bread (white)	2	large (6-1/2" across)	233.75	0.1445
Pita bread (white)	2	small (4" across)	77	0.0476
Cheese bread	1	slice	70.98	0.4732
Cinnamon bread or toast	1	slice	69.16	0.2106
Garlic bread	1	medium slice	95.7	0.7134
Garlic bread	2	large slice	135.3	1.0086
Garlic bread	2	small slice	52.8	0.3936
Diet high-fiber bread	1	regular slice	60.03	0.1595
Diet high-fiber bread	2	thin slice	47.61	0.1265
Raisin bread	1	regular slice	71.24	0.2808
Sourdough bread	1	medium slice	68.5	0.16
Sourdough bread	2	large slice	95.9	0.224
Sourdough bread	2	small slice	41.1	0.096
White roll	1	pan or dinner roll	78.12	0.3052
White roll	2	hamburger or hot dog bun	119.97	0.4687
Sub roll	1	medium (8" long)	262.26	1.0246
Sub roll	2	large (12" long)	376.65	1.4715
Sub roll	2	small (5-1/2" long)	181.35	0.7085
Frosted sweet roll or cinnamon bun	1	medium roll	226.8	1.722
Frosted sweet roll or cinnamon bun	2	large roll	313.74	2.3821
Frosted sweet roll or cinnamon bun	2	small roll	147.42	1.1193
Frosted sweet roll or cinnamon bun	2	Little Debbie	189	1.435
Coffee cake	1	piece (1/12 of a 9" sq)	159.8	0.8742
Coffee cake	2	piece (1/8 of 8" cake)	139.4	0.7626
Fat-free coffee cake	1	one-inch slice	94.05	0.033
Fat-free coffee cake	2	coffeecake (5 by 11")	302.8125	0.10625
Croissant	1	medium croissant (2 oz)	231.42	6.6462
Croissant	2	mini croissant (1 oz)	113.68	3.2648
Croissant	2	small croissant (1.5 oz)	170.52	4.8972
Croissant	2	large croissant (2.4 oz)	272.02	7.8122
Bagel (plain)	1	regular (4 oz)	288.75	0.231
Bagel (plain)	2	large (5 oz)	360.25	0.2882
Bagel (plain)	2	miniature (1 oz)	71.5	0.0572
Bagel (plain)	2	small (2 1/2 oz)	189.75	0.1518
Raisin bagel	1	regular (4 oz)	287.7	0.2835
Raisin bagel	2	large (5 oz)	358.94	0.3537
Raisin bagel	2	small (2 1/2 oz)	189.06	0.1863
Bread stuffing	1	cup, moist type	176	1.63
Bread stuffing	2	cup, dry mix, prepared	200.64	1.8582
Bread stick	1	medium	41.2	0.141
Bread stick	2	large	82.4	0.282
Bread stick	2	small	20.6	0.0705
Bread stick	2	snack size	8.24	0.0282
Croutons	1	cup	46.5	0.525
Croutons	2	fast food package	46.5	0.525
English muffin	1	muffin	136.3	0.1508
English muffin with raisins	1	muffin	140.94	0.2262
Melba toast	1	piece	19.5	0.0225
Melba toast	2	melba round	11.7	0.0135
100% whole wheat bread	1	regular slice	68.88	0.2576
100% whole wheat bread	2	large slice	78.72	0.2944
100% whole wheat bread	2	thin slice	56.58	0.2116
Pita bread (100% whole wheat)	1	medium (5-1/4" across)	119.7	0.1845
Pita bread (100% whole wheat)	2	large (6-1/2" across)	226.1	0.3485
Pita bread (100% whole wheat)	2	small (4" across)	74.48	0.1148
Whole wheat English muffin	1	muffin	117.74	0.1914
100% whole wheat bagel	1	regular (4 oz)	277.2	0.252
100% whole wheat bagel	2	large (5 oz)	345.84	0.3144
100% whole wheat bagel	2	miniature (1 oz)	68.64	0.0624
100% whole wheat bagel	2	small (2 1/2 oz)	182.16	0.1656
Wheat or cracked wheat bread	1	regular slice	65	0.2225
Wheat or cracked wheat bread	2	large slice	78	0.267
Wheat or cracked wheat bread	2	thin slice	52	0.178
Wheat Bagel (part whole wheat)	1	regular (4 oz)	300.3	0.2205
Wheat Bagel (part whole wheat)	2	large (5 oz)	374.66	0.2751
Wheat Bagel (part whole wheat)	2	miniature (1 oz)	74.36	0.0546
Wheat Bagel (part whole wheat)	2	small (2 1/2 oz)	197.34	0.1449
Cracked wheat English muffin	1	muffin	129.34	0.1682
Wheat roll (part whole wheat)	1	pan or dinner roll	82.04	0.3108
Wheat roll (part whole wheat)	2	submarine bun	275.42	1.0434
Wheat roll (part whole wheat)	2	hamburger or hot dog bun	125.99	0.4773
Rye bread	1	regular slice	67.34	0.1638
Rye bread	2	large slice	82.88	0.2016
Rye bread	2	snack-size slice	18.13	0.0441
Rye bread	2	thin slice	51.8	0.126
Multigrain bread	1	regular slice	65	0.2106
Multigrain bread	2	large slice	80	0.2592
Multigrain bread	2	thin slice	57.5	0.1863
Diet high-fiber multigrain bread	1	regular slice	60.58	0.1092
Diet high-fiber multigrain bread	2	thin slice	53.59	0.0966
Refrigerated biscuit (canned dough)	1	biscuit	65.74	0.703
Refrigerated biscuit (canned dough)	2	crescent roll	96.88	1.036
Refrigerated biscuit (canned dough)	2	large biscuit	100.34	1.073
Refrigerated biscuit (canned dough)	2	extra large (Pillsbury Grands!)	190.3	2.035
Buttermilk biscuit	1	medium	185.64	1.2699
Buttermilk biscuit	2	large	280.28	1.9173
Buttermilk biscuit	2	small	127.4	0.8715
Cornbread stuffing	1	cup, moist type	179	1.76
Cornbread stuffing	2	cup, dry type	126.195	1.2408
Cornbread or corn muffin	1	medium muffin or square	173.85	0.7695
Cornbread or corn muffin	2	large muffin or square	216.55	0.9585
Cornbread or corn muffin	2	small muffin or square	137.25	0.6075
Cornbread or corn muffin	2	stick	118.95	0.5265
Hush puppy	1	hush puppy	74.14	0.4642
Hush puppy	2	cup	256.12	1.6036
Corn tortilla	1	medium (6" across)	53.28	0.0792
Corn tortilla	2	large (8" across)	95.46	0.1419
Corn tortilla	2	small (4" across)	23.754	0.03531
Flour (wheat) tortilla	1	medium (8" across)	165.75	0.8925
Flour (wheat) tortilla	2	large (10" across)	227.5	1.225
Flour (wheat) tortilla	2	small (6" across)	97.5	0.525
Whole wheat tortilla	1	medium (7" across)	105.2	0.088
Whole wheat tortilla	2	large (8" across)	136.76	0.1144
Whole wheat tortilla	2	small  (6" across)	71.01	0.0594
Taco or tostada shell	1	medium (5" across)	62.244	0.43225
Taco or tostada shell	2	large (6 1/2" across)	98.28	0.6825
Taco or tostada shell	2	miniature (3" across)	23.4	0.1625
Blueberry or banana muffin	1	medium (2 3/4” across)	313.01	1.582
Blueberry or banana muffin	2	large (3 1/4” across)	426.58	2.156
Blueberry or banana muffin	2	miniature (1 1/4” across)	52.63	0.266
Blueberry or banana muffin	2	small (2 1/2” across)	182.82	0.924
Fat-free berry or banana muffin	1	medium (2 3/4” across)	294.93	0.113
Fat-free berry or banana muffin	2	large (3 1/4” across)	401.94	0.154
Fat-free berry or banana muffin	2	miniature (1 1/4” across)	49.59	0.019
Fat-free berry or banana muffin	2	small (2 1/2” across)	172.26	0.066
Chocolate chip muffin	1	medium (2 3/4” across)	363.86	4.6895
Chocolate chip muffin	2	large (3 1/4” across)	495.88	6.391
Chocolate chip muffin	2	miniature (1 1/4” across)	61.18	0.7885
Chocolate chip muffin	2	small (2 1/2” across)	212.52	2.739
Bran muffin	1	medium (2 3/4” across)	333.35	1.5368
Bran muffin	2	large (3 1/4” across)	454.3	2.0944
Bran muffin	2	miniature (1 1/4” across)	56.05	0.2584
Bran muffin	2	small (2 1/2” across)	194.7	0.8976
Lowfat bran & fruit muffin	1	small muffin (2 oz)	136.3	0.4582
Plain muffin	1	medium (2 3/4” across)	344.65	2.9832
Plain muffin	2	large (3 1/4” across)	469.7	4.0656
Plain muffin	2	miniature (1 1/4” across)	57.95	0.5016
Plain muffin	2	small (2 1/2” across)	201.3	1.7424
Matzo pancake	1	pancake or fritter	53.55	0.69645
Matzo ball	1	ball	47.95	0.4284
Fruit bread (banana, etc.)	1	slice (1.4 oz)	132.43	0.8651
Zucchini bread	1	slice (1.4 oz)	149.6	1.06
Angel food cake	1	piece (1/12 of 10" cake)	143.07	0.0228
Carrot cake with icing	1	piece, 1-layer cake	326.4	3.064
Carrot cake with icing	2	piece, 2-layer cake	542.64	5.0939
Carrot cake with icing	2	cupcake	244.8	2.298
Cheesecake	1	piece	409.6	9.8304
Cheesecake	2	single serving cake	182.4	4.3776
Chocolate cake with icing	1	piece, 1-layer cake	245.52	2.8248
Chocolate cake with icing	2	piece, 2-layer cake	405.48	4.6652
Chocolate cupcake with icing/filling	1	medium cupcake (1.4 oz)	150.4	1.144
Chocolate cupcake with icing/filling	2	small cupcake (0.9 oz)	94	0.715
Chocolate cupcake with icing/filling	2	large cupcake (2.3 oz)	240.64	1.8304
Chocolate cupcake with icing/filling	2	Ho Ho	105.28	0.8008
Chocolate cupcake with icing/filling	2	Ding Dong	142.88	1.0868
Ice cream cake	1	piece (1/10 of loaf)	91.12	1.5266
Pound cake	1	piece (1/10 of loaf)	350.35	3.1122
Upside down cake (with fruit)	1	piece (1/12 of 8" sq)	275.2	2.5026
Upside down cake (with fruit)	2	piece (1/12 of 9" cake)	387.2	3.5211
White cake with icing	1	piece, 2-layer cake	415.29	2.9212
White cake with icing	2	piece, 1-layer cake	251.46	1.7688
Yellow cake with icing	1	piece, 2-layer cake	400.03	2.7686
Yellow cake with icing	2	piece, 1-layer cake	242.22	1.6764
Fruit shortcake with whipped cream	1	piece (3" across)	211.22	2.36
Biscotti	1	biscotti	144.96	1.1264
Brownie, no icing	1	brownie (2" square)	128.86	0.969
Brownie, no icing	2	Brownie Bites bag	234.98	1.767
Brownie with icing	1	brownie (2" square)	170.1	1.7808
Brownie with icing	2	Little Debbie package	247.05	2.5864
Chocolate chip cookie	1	medium (2" across)	48.1	0.748
Chocolate chip cookie	2	cup of bite size cookies	97.4025	1.5147
Chocolate chip cookie	2	"big" cookie (4" across)	192.4	2.992
Chocolate chip cookie	2	large	67.34	1.0472
Reduced-fat chocolate chip cookie	1	Nabisco Chips Ahoy!	46.866	0.535
Reduced-fat chocolate chip cookie	2	cup, Snackwell's	73.365	0.8375
Reduced-fat chocolate chip cookie	2	Keebler Chips Deluxe	70.08	0.8
Chocolate fudge cookie	1	medium (2" across)	56.29	0.5512
Chocolate fudge cookie	2	"big" cookie (4" across)	108.25	1.06
Chocolate fudge cookie	2	bite size	9.526	0.09328
Moon pie	1	moon pie	328.38	3.6816
Moon pie	2	scooter pie	143.14	1.6048
Moon pie	2	whoopie pie	239.97	2.6904
Moon pie	2	Little Debbie	164.19	1.8408
Oreo or thin mint cookie	1	regular Oreo	51.92	0.4026
Oreo or thin mint cookie	2	mini sandwich	13.216	0.10248
Oreo or thin mint cookie	2	chocolate-coated Oreo	61.36	0.4758
Oreo or thin mint cookie	2	fudge stick	42.48	0.3294
Oreo or thin mint cookie	2	large (4" across)	141.6	1.098
Oreo or thin mint cookie	2	Girl Scout thin mint	33.512	0.25986
Reduced-fat Oreo	1	cookie	46	0.1426
Chocolate wafer cookie	1	medium (1-3/4" across)	51.96	0.5088
Chocolate wafer cookie	2	cup, Teddy Grahams	76.8575	0.7526
Chocolate wafer cookie	2	small or thin	25.98	0.2544
Fig bar (Fig Newton)	1	bar (bar = 1 1/2")	55.68	0.1792
Fig bar (Fig Newton)	2	small pkg (two 3" bars)	198.36	0.6384
Fortune cookie	1	cookie	30.24	0.0536
Ice cream cone (wafer or cake, shell only)	1	cone	16.68	0.0488
Ice cream cone (wafer or cake, shell only)	2	large waffle cone	120.93	0.3538
Ice cream cone (sugar cone, shell only)	1	cone	40.2	0.057
Marshmallow rice krispies bar	1	bar (2" square)	112.8	0.573
Oatmeal raisin cookie	1	medium (2-5/8" across)	58.5	0.5876
Oatmeal raisin cookie	2	"big" cookie (4" across)	112.5	1.13
Oatmeal raisin cookie	2	Little Debbie cookie	171	1.7176
Reduced-fat oatmeal raisin cookie	1	cookie	51.57	0.0729
Peanut butter cookie	1	medium	76.32	0.7184
Peanut butter cookie	2	"big" cookie (4" across)	119.25	1.1225
Shortbread cookie	1	small (Lorna Doone)	35.14	0.4277
Shortbread cookie	2	large	105.42	1.2831
Shortbread cookie	2	medium (2" across)	75.3	0.9165
Shortbread cookie	2	Girl Scout cookie	31.626	0.38493
Sugar cookie	1	medium (2 5/8" across)	76	1.0832
Sugar cookie	2	large (3 1/2-4" across)	118.75	1.6925
Sugar cookie	2	small (2" across)	42.75	0.6093
Vanilla sandwich cookie	1	sandwich	53.13	0.3278
Vanilla wafer	1	medium	17.64	0.1536
Apple pie, two crust	1	piece (1/8 of 9" pie)	355.5	5.7
Apple pie with crumb topping	1	piece (1/8 of 9" pie)	363	2.745
Chocolate cream pie	1	piece (1/8 of 9" pie)	380.16	6.552
Pumpkin pie	1	piece (1/8 of 9" pie)	323.4	2.7412
Lemon meringue pie	1	piece (1/8 of 9" pie)	367.16	2.4249
Pecan pie	1	piece (1/8 of 9" pie)	456	4.0356
Cheese blintz	1	blintz	134.4	2.0041
Fruit blintz	1	blintz	123.2	1.2852
Peach cobbler	1	cup	209	1.069
Apple crisp	1	cup	192	0.803
Cream puff or éclair	1	éclair	267.24	4.2024
Cream puff or éclair	2	cream puff	293.44	4.6144
Plain Danish pastry	1	medium (4-1/4" across)	261.95	3.692
Plain Danish pastry	2	large (7" across)	572.26	8.0656
Plain Danish pastry	2	small (3" across)	141.05	1.988
Plain Danish pastry	2	Toaster Strudel	213.59	3.0104
Fruit-filled Danish pastry	1	medium (4-1/4" across)	263.41	3.4506
Fruit-filled Danish pastry	2	large (7" across)	526.82	6.9012
Fruit-filled Danish pastry	2	small (3" across)	129.85	1.701
Fruit-filled Danish pastry	2	Toaster Strudel	196.63	2.5758
Cheese Danish pastry	1	medium (5" across)	418.88	7.6048
Cheese Danish pastry	2	large (7" across)	632.06	11.4751
Cheese Danish pastry	2	small (3" across)	205.7	3.7345
Fat-free cheese Danish pastry	1	slice	94.72	0.064
Cake doughnut	1	medium (3-1/4" across)	197.87	1.7014
Cake doughnut	2	large (3-5/8" across)	244.18	2.0996
Cake doughnut	2	twist (4-1/2" long)	218.92	1.8824
Cake doughnut	2	doughnut hole	58.94	0.5068
Cake doughnut	2	small (2-1/2" across)	105.25	0.905
Cake doughnut, frosted	1	medium(3-1/4" across)	251.22	4.2983
Cake doughnut, frosted	2	large (3-5/8" across)	327.06	5.5959
Cake doughnut, frosted	2	doughnut hole	94.8	1.622
Cake doughnut, frosted	2	small (2-1/2" across)	170.64	2.9196
Chocolate raised doughnut, frosted	1	medium (3" across)	274.77	4.3168
Chocolate raised doughnut, frosted	2	doughnut hole	89.01	1.3984
Chocolate raised doughnut, frosted	2	large (4" across)	394.74	6.2016
Raised doughnut	1	medium (3-3/4" across)	241.8	3.486
Raised doughnut	2	doughnut hole	52.39	0.7553
Raised doughnut	2	large (4" across)	302.25	4.3575
Raised doughnut	2	twist (5" long)	362.7	5.229
Raised doughnut	2	small (3" across)	124.93	1.8011
Raised doughnut, frosted	1	medium (3" across)	274.77	4.1961
Raised doughnut, frosted	2	large (4" across)	394.74	6.0282
Raised doughnut, frosted	2	doughnut hole	89.01	1.3593
Jelly doughnut	1	doughnut	221	3.146
Pop Tart	1	Pop Tart	204.36	0.7904
Breakfast bar	1	bar	139.49	0.555
Meal replacement bar (Slim Fast bar)	1	bar	142.8	2.4276
Granola bar	1	bar	129.92	3.5532
Lowfat granola bar	1	bar	95.28	0.1752
Lowfat granola bar	2	Nature Valley bar	111.16	0.2044
Lowfat granola bar	2	Kellogg's bar	83.37	0.1533
Chocolate-covered granola bar	1	Kudos bar	171.36	2.9628
Chocolate-covered granola bar	2	Quaker Oats bar	133.28	2.3044
Chocolate-covered granola bar	2	Sweet Success bar	157.08	2.7159
Fortified high energy bar (Powerbar)	1	bar	228.8	0.3315
Animal cracker	1	individual box	63.555	0.49305
Animal cracker	2	cup	71.36	0.5536
Animal cracker	2	cracker	11.15	0.0865
Graham cracker	1	large rectangle (2 squares)	59.22	0.2128
Snack cracker 	1	round cracker (Ritz)	15.06	0.1134
Snack cracker 	2	cup bite size crackers	66.515	0.50085
Snack cracker 	2	rectangular cracker	20.08	0.1512
Reduced-fat snack cracker	1	round cracker (Ritz)	11.76	0.0135
Reduced-fat snack cracker	2	Snackwell's cracker	9.016	0.01035
Cheese cracker	1	cup bit-size crackers	66.6475	1.24153
Cheese cracker	2	single serving bag	140.84	2.6236
Reduced fat cheese cracker	1	cup	49.68	0.138
Matzo	1	matzo	110.6	0.0644
Saltine cracker	1	square cracker	13.02	0.0879
Saltine cracker	2	rectangle cracker	26.04	0.1758
Peanut butter sandwich cracker	1	sandwich	11.856	0.11784
Cheese sandwich cracker	1	sandwich	33.39	0.4284
100% whole wheat cracker (Triscuit)	1	cracker	17.72	0.1356
Reduced-fat Triscuit	1	cracker	15.795	0.06162
Wheat cracker 	1	Wheat Thins	76	0.828
Wheat cracker 	2	ounce crackers	67	0.735
Corn chips (Fritos)	1	cup 	237.16	2.002
Corn chips (Fritos)	2	single srvg bag (bag = 1 oz)	150.92	1.274
Corn chips (Fritos)	2	grab-size bag (bag = 2.3 oz)	344.96	2.912
Corn puffs (Cheetos)	1	cup 	193.9	2.3065
Corn puffs (Cheetos)	2	single srvg bag (bag = 1 oz)	155.12	1.8452
Corn puffs (Cheetos)	2	grab-size bag (bag = 2.1 oz)	332.4	3.954
Tortilla chips (Doritos, Tostitos)	1	cup 	160.32	1.6064
Tortilla chips (Doritos, Tostitos)	2	single srvg bag (bag = 1 oz)	140.28	1.4056
Tortilla chips (Doritos, Tostitos)	2	grab-size bag (bag = 2.1 oz)	300.6	3.012
Tortilla chips (Doritos, Tostitos)	2	chips 	150.3	1.506
Baked or low-fat tortilla chips	1	cup	87.15	0.1785
Baked or low-fat tortilla chips	2	chips	107.9	0.221
Low-fat corn puffs (cheese curls)	1	cup	103.68	0.504
Popcorn (oil popped, no butter)	1	bag, popped	440	4.3032
Popcorn (oil popped, no butter)	2	cup, popped	55	0.5379
Popcorn (oil popped, no butter)	2	single serving bag	140	1.3692
Buttered popcorn	1	bag, popped	458.48	8.272
Buttered popcorn	2	cup, popped	72.94	1.316
Low-fat popcorn	1	bag, popped	327.25	1.0934
Low-fat popcorn	2	cup, popped	32.3	0.10792
Caramel corn	1	cup	150.85	1.2635
Caramel corn	2	popcorn ball	215.5	1.805
Hard pretzels	1	cup	38.1	0.075
Hard pretzels	2	single serving bag (1 oz)	106.68	0.21
Hard pretzels	2	grab-size bag (2.1 oz)	228.6	0.45
Soft pretzel	1	medium (4 oz)	388.7	0.805
Soft pretzel	2	large ( 5 oz)	483.34	1.001
Soft pretzel	2	small (2 oz)	209.56	0.434
Snack Mix (pretzel, nut, cereal mix)	1	cup	47.475	0.37463
Pancakes	1	medium (5" across)	183.2	0.616
Pancakes	2	large (7" across)	366.4	1.232
Pancakes	2	small (3" across)	59.54	0.2002
Blueberry pancakes	1	medium (5" across)	152	1.496
Blueberry pancakes	2	small (3" across)	49.4	0.4862
Blueberry pancakes	2	large (7" across)	304	2.992
Whole wheat pancakes	1	medium (5" across)	183.2	1.704
Whole wheat pancakes	2	large (7" across)	366.4	3.408
Whole wheat pancakes	2	small (3" across)	59.54	0.5538
Waffle	1	round (4" across)	102.96	0.5616
Waffle	2	miniature waffle	22.176	0.12096
Waffle	2	large round (7" across)	198	1.08
Waffle	2	square (4" square)	97.68	0.5328
Bran, multigrain, or wheat waffle	1	round (4" across)	115.05	0.9165
Bran, multigrain, or wheat waffle	2	large round (7" across)	221.25	1.7625
Bran, multigrain, or wheat waffle	2	square (4" square)	109.15	0.8695
Lowfat waffle	1	square (4" square)	87.32	0.111
French toast	1	regular slice (2 oz)	157.95	1.573
French toast	2	thick slice (3 oz)	177.39	1.7666
French toast sticks	1	fast food order (4 oz)	385.84	3.5404
French toast sticks	2	stick 	76.44	0.7014
Spaghetti, macaroni, or pasta (plain)	1	cup, cooked	196	0.126
Spaghetti, macaroni, or pasta (plain)	2	jumbo shell	32.2	0.0207
Spaghetti, macaroni, or pasta (plain)	2	lasagne noodle	77	0.0495
Spaghetti, macaroni, or pasta (plain)	2	ounces dry, cooked yield	218.4	0.1404
Egg noodles (no fat added)	1	cup, cooked	211.2	0.48
Egg noodles with butter or oil	1	cup, cooked	252.45	1.056
Egg noodles with butter or oil	2	instant noodle container	302.94	1.2672
Mung bean noodles	1	cup, cooked	159.6	0.0095
Chow fun rice noodles	1	cup, cooked	171.2	0.176
Whole wheat spaghetti or pasta (plain)	1	cup, cooked	172.2	0.126
